benefit,benefit_id
Thưởng- Đào tạo- Căn-tin- Khác,338
Giải thưởng- Cơ hội du lịch- Căn-tin,339
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Giải thưởng- Cơ hội du lịch- Hoạt động nhóm- Căn-tin- Khác,340
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Giải thưởng- Máy tính xách tay- Cơ hội du lịch- Xe đưa đón- Căn-tin,341
Đào tạo- Giải thưởng- Máy tính xách tay,342
Nghỉ phép có lương- Phiếu giảm giá- Khác,343
Nghỉ phép có lương- Đào tạo- Hoạt động nhóm,344
Chăm sóc sức khoẻ- Xe đưa đón- Căn-tin,345
Thưởng- Chăm sóc sức khoẻ- Máy tính xách tay- Cơ hội du lịch- Hoạt động nhóm,346
Chăm sóc sức khoẻ- Nghỉ phép có lương- Hoạt động nhóm- Căn-tin- Khác,347
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay,348
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Cơ hội du lịch- Hoạt động nhóm,349
Chăm sóc sức khoẻ- Nghỉ phép có lương- Giải thưởng,350
Thưởng- Giải thưởng- Xe đưa đón- Căn-tin,351
Thưởng- Đào tạo- Giải thưởng- Căn-tin,352
Thưởng- Chăm sóc sức khoẻ- Hoạt động nhóm- Phiếu giảm giá,353
Thưởng- Nghỉ phép có lương- Đào tạo- Giải thưởng- Máy tính xách tay- Điện thoại- Cơ hội du lịch- Xe đưa đón- Khác,354
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Giải thưởng- Điện thoại- Hoạt động nhóm- Khác,355
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Máy tính xách tay- Cơ hội du lịch- Khác,356
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Giải thưởng- Hoạt động nhóm- Khác,357
Thưởng- Hoạt động nhóm- Phiếu giảm giá,358
Đào tạo- Cơ hội du lịch- Khác,359
Chăm sóc sức khoẻ- Nghỉ phép có lương,360
Thưởng- Nghỉ phép có lương- Đào tạo- Giải thưởng- Máy tính xách tay- Khác,361
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Giải thưởng,362
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Hoạt động nhóm- Căn-tin- Khác,363
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Cơ hội du lịch- Hoạt động nhóm- Căn-tin- Khác,364
Chăm sóc sức khoẻ- Máy tính xách tay- Căn-tin,365
Nghỉ phép có lương- Máy tính xách tay- Khác,366
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Xe đưa đón- Nhà trẻ,367
Nghỉ phép có lương- Máy tính xách tay- Cơ hội du lịch- Xe đưa đón- Căn-tin,368
Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Giải thưởng- Máy tính xách tay- Cơ hội du lịch- Hoạt động nhóm- Phiếu giảm giá- Nhà trẻ- Khác,369
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Hoạt động nhóm- Xe đưa đón- Căn-tin- Khác,370
Thưởng- Đào tạo- Hoạt động nhóm- Phiếu giảm giá- Khác,371
Thưởng- Chăm sóc sức khoẻ- Giải thưởng- Máy tính xách tay- Xe đưa đón- Phiếu giảm giá- Nhà trẻ- Khác,372
Thưởng- Chăm sóc sức khoẻ- Máy tính xách tay- Cơ hội du lịch- Khác,373
Thưởng- Máy tính xách tay- Phiếu giảm giá,374
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Điện thoại- Hoạt động nhóm- Khác,375
Giải thưởng- Xe đưa đón- Khác,376
Chăm sóc sức khoẻ- Giải thưởng- Cơ hội du lịch,377
Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Máy tính xách tay- Khác,378
Chăm sóc sức khoẻ- Nghỉ phép có lương- Giải thưởng- Điện thoại- Phiếu giảm giá,379
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Hoạt động nhóm- Căn-tin- Khác,380
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Thư viện- Hoạt động nhóm- Xe đưa đón- Căn-tin- Khác,381
Thưởng- Chăm sóc sức khoẻ- Giải thưởng- Điện thoại- Cơ hội du lịch- Căn-tin- Khác,382
Chăm sóc sức khoẻ- Đào tạo- Căn-tin,383
Chăm sóc sức khoẻ- Đào tạo- Giải thưởng,384
Chăm sóc sức khoẻ- Nghỉ phép có lương- Hoạt động nhóm- Căn-tin- Phiếu giảm giá,385
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Máy tính xách tay- Hoạt động nhóm- Căn-tin- Phiếu giảm giá,386
Đào tạo- Máy tính xách tay- Khác,387
Chăm sóc sức khoẻ- Giải thưởng,388
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Máy tính xách tay- Hoạt động nhóm- Phiếu giảm giá- Khác,389
Thưởng- Giải thưởng- Cơ hội du lịch- Xe đưa đón- Căn-tin- Khác,390
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Máy tính xách tay- Điện thoại- Xe đưa đón- Khác,391
Thưởng- Nghỉ phép có lương- Đào tạo- Cơ hội du lịch- Hoạt động nhóm- Khác,392
Thưởng- Đào tạo- Giải thưởng- Hoạt động nhóm- Khác,393
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Hoạt động nhóm- Xe đưa đón,394
Thưởng- Nghỉ phép có lương- Đào tạo- Điện thoại- Hoạt động nhóm- Khác,395
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Căn-tin,396
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Điện thoại,397
Thưởng- Chăm sóc sức khoẻ- Máy tính xách tay- Căn-tin,398
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Giải thưởng- Máy tính xách tay- Căn-tin,399
Thưởng- Nghỉ phép có lương- Đào tạo- Hoạt động nhóm- Căn-tin- Phiếu giảm giá- Khác,400
Cơ hội du lịch- Hoạt động nhóm- Xe đưa đón,401
Thưởng- Đào tạo- Máy tính xách tay- Hoạt động nhóm,402
Thưởng- Chăm sóc sức khoẻ- Hoạt động nhóm- Căn-tin,403
Thưởng- Hoạt động nhóm,404
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Giải thưởng- Máy tính xách tay- Hoạt động nhóm- Xe đưa đón- Phiếu giảm giá- Khác,405
Thưởng- Điện thoại- Xe đưa đón,406
Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Hoạt động nhóm- Xe đưa đón- Khác,407
Chăm sóc sức khoẻ- Cơ hội du lịch- Hoạt động nhóm,408
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Giải thưởng- Hoạt động nhóm- Khác,409
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Xe đưa đón- Phiếu giảm giá,410
Thưởng- Nghỉ phép có lương- Giải thưởng- Hoạt động nhóm- Khác,411
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay- Cơ hội du lịch- Hoạt động nhóm- Xe đưa đón- Căn-tin- Khác,412
Thưởng- Điện thoại,413
Chăm sóc sức khoẻ- Nghỉ phép có lương- Máy tính xách tay- Điện thoại,414
Thưởng- Đào tạo- Giải thưởng- Cơ hội du lịch- Hoạt động nhóm- Khác,415
Thưởng- Chăm sóc sức khoẻ- Thư viện- Máy tính xách tay- Cơ hội du lịch,416
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay- Hoạt động nhóm- Xe đưa đón,417
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Hoạt động nhóm- Xe đưa đón- Căn-tin- Khác,418
Thưởng- Giải thưởng- Hoạt động nhóm- Xe đưa đón- Căn-tin- Khác,419
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Xe đưa đón,420
Thưởng- Nghỉ phép có lương- Điện thoại,421
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Cơ hội du lịch- Căn-tin- Khác,422
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Giải thưởng- Thư viện- Cơ hội du lịch- Hoạt động nhóm- Xe đưa đón- Phiếu giảm giá- Khác,423
Thưởng- Nghỉ phép có lương- Đào tạo- Cơ hội du lịch- Khác,424
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Giải thưởng- Xe đưa đón- Khác,425
Chăm sóc sức khoẻ- Đào tạo- Cơ hội du lịch- Khác,426
Thưởng- Giải thưởng- Xe đưa đón,427
Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Máy tính xách tay- Xe đưa đón- Căn-tin- Khác,428
Chăm sóc sức khoẻ- Phiếu giảm giá- Khác,429
Chăm sóc sức khoẻ- Đào tạo,430
Thưởng- Chăm sóc sức khoẻ- Giải thưởng- Máy tính xách tay- Khác,431
Đào tạo- Xe đưa đón- Căn-tin,432
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Cơ hội du lịch- Xe đưa đón,433
Chăm sóc sức khoẻ- Nghỉ phép có lương- Cơ hội du lịch- Hoạt động nhóm- Khác,434
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay- Cơ hội du lịch- Xe đưa đón- Căn-tin,435
Thưởng- Chăm sóc sức khoẻ- Giải thưởng- Máy tính xách tay- Cơ hội du lịch,436
Hoạt động nhóm- Xe đưa đón- Căn-tin,437
Chăm sóc sức khoẻ- Đào tạo- Hoạt động nhóm- Xe đưa đón- Căn-tin,438
Thưởng- Chăm sóc sức khoẻ- Máy tính xách tay- Hoạt động nhóm- Xe đưa đón,439
Chăm sóc sức khoẻ- Đào tạo- Điện thoại- Khác,440
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Điện thoại- Hoạt động nhóm- Khác,441
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Máy tính xách tay- Cơ hội du lịch- Khác,442
Đào tạo- Máy tính xách tay- Căn-tin,443
Thưởng- Đào tạo- Máy tính xách tay- Hoạt động nhóm- Xe đưa đón- Căn-tin- Khác,444
Thưởng- Nghỉ phép có lương- Đào tạo- Máy tính xách tay,445
Nghỉ phép có lương- Giải thưởng- Khác,446
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Xe đưa đón- Căn-tin- Khác,447
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Máy tính xách tay- Hoạt động nhóm- Xe đưa đón- Khác,448
Chăm sóc sức khoẻ- Cơ hội du lịch- Hoạt động nhóm- Khác,449
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Cơ hội du lịch- Phiếu giảm giá,450
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Giải thưởng- Hoạt động nhóm- Xe đưa đón,451
Thưởng- Nghỉ phép có lương- Đào tạo- Hoạt động nhóm,452
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Cơ hội du lịch- Xe đưa đón,453
Chăm sóc sức khoẻ- Hoạt động nhóm- Phiếu giảm giá- Khác,454
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Máy tính xách tay- Cơ hội du lịch,455
Giải thưởng- Máy tính xách tay- Khác,456
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Xe đưa đón,457
Đào tạo- Máy tính xách tay,458
Thưởng- Chăm sóc sức khoẻ- Giải thưởng- Hoạt động nhóm- Xe đưa đón- Căn-tin- Khác,459
Thưởng- Chăm sóc sức khoẻ- Cơ hội du lịch- Hoạt động nhóm- Căn-tin- Khác,460
Đào tạo- Cơ hội du lịch- Xe đưa đón,461
Thưởng- Máy tính xách tay- Cơ hội du lịch- Khác,462
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Máy tính xách tay- Điện thoại- Khác,463
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Cơ hội du lịch- Hoạt động nhóm- Xe đưa đón- Khác,464
Thưởng- Đào tạo- Giải thưởng- Hoạt động nhóm- Căn-tin- Khác,465
Điện thoại,466
Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Cơ hội du lịch- Hoạt động nhóm,467
Chăm sóc sức khoẻ- Nghỉ phép có lương- Máy tính xách tay- Cơ hội du lịch,468
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Máy tính xách tay- Cơ hội du lịch,469
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Hoạt động nhóm- Xe đưa đón- Khác,470
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Máy tính xách tay- Hoạt động nhóm- Xe đưa đón- Căn-tin- Khác,471
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Căn-tin- Phiếu giảm giá,472
Thưởng- Xe đưa đón- Căn-tin- Phiếu giảm giá,473
Thưởng- Chăm sóc sức khoẻ- Xe đưa đón- Căn-tin- Khác,474
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Cơ hội du lịch- Phiếu giảm giá,475
Nghỉ phép có lương- Đào tạo- Cơ hội du lịch,476
Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay- Xe đưa đón- Khác,477
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay- Điện thoại- Cơ hội du lịch,478
Thưởng- Chăm sóc sức khoẻ- Giải thưởng- Máy tính xách tay- Căn-tin- Khác,479
Thưởng- Chăm sóc sức khoẻ- Máy tính xách tay- Căn-tin- Khác,480
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Giải thưởng- Điện thoại- Hoạt động nhóm- Xe đưa đón- Căn-tin- Khác,481
Thưởng- Chăm sóc sức khoẻ- Cơ hội du lịch- Hoạt động nhóm- Căn-tin- Nhà trẻ- Khác,482
Máy tính xách tay- Xe đưa đón,483
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Máy tính xách tay- Hoạt động nhóm- Căn-tin- Khác,484
Thưởng- Chăm sóc sức khoẻ- Máy tính xách tay- Điện thoại- Xe đưa đón,485
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Xe đưa đón- Căn-tin,486
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Phiếu giảm giá- Khác,487
Thưởng- Nghỉ phép có lương- Đào tạo- Giải thưởng- Khác,488
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Giải thưởng- Máy tính xách tay- Cơ hội du lịch,489
Chăm sóc sức khoẻ- Nghỉ phép có lương- Máy tính xách tay- Hoạt động nhóm- Xe đưa đón,490
Chăm sóc sức khoẻ- Nghỉ phép có lương- Máy tính xách tay- Hoạt động nhóm,491
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Căn-tin- Phiếu giảm giá- Khác,492
Xe đưa đón- Căn-tin,493
Chăm sóc sức khoẻ- Giải thưởng- Phiếu giảm giá,494
Thưởng- Nhà trẻ- Khác,495
Thưởng- Nghỉ phép có lương- Đào tạo- Máy tính xách tay- Khác,496
Thưởng- Đào tạo- Điện thoại- Khác,497
Thưởng- Máy tính xách tay- Xe đưa đón- Khác,498
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay- Điện thoại- Cơ hội du lịch- Căn-tin,499
Chăm sóc sức khoẻ- Xe đưa đón- Căn-tin- Khác,500
Thưởng- Nghỉ phép có lương- Máy tính xách tay- Cơ hội du lịch,501
Nghỉ phép có lương- Cơ hội du lịch- Hoạt động nhóm- Căn-tin- Khác,502
Chăm sóc sức khoẻ- Đào tạo- Căn-tin- Khác,503
Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay- Hoạt động nhóm- Khác,504
Nghỉ phép có lương- Đào tạo- Cơ hội du lịch- Khác,505
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Cơ hội du lịch- Căn-tin,506
Thưởng- Nghỉ phép có lương- Đào tạo- Cơ hội du lịch- Phiếu giảm giá- Khác,507
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay- Hoạt động nhóm- Căn-tin,508
Thưởng- Đào tạo- Hoạt động nhóm- Xe đưa đón- Khác,509
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Máy tính xách tay- Cơ hội du lịch- Hoạt động nhóm- Xe đưa đón- Khác,510
Nghỉ phép có lương- Máy tính xách tay- Xe đưa đón,511
Thưởng- Đào tạo- Máy tính xách tay- Căn-tin,512
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Xe đưa đón- Căn-tin- Khác,513
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Máy tính xách tay- Căn-tin,514
Thưởng- Nghỉ phép có lương- Thư viện,515
Thưởng- Chăm sóc sức khoẻ- Cơ hội du lịch- Hoạt động nhóm- Nhà trẻ- Khác,516
Thưởng- Cơ hội du lịch,517
Cơ hội du lịch- Xe đưa đón- Khác,518
Thưởng- Nghỉ phép có lương- Máy tính xách tay- Cơ hội du lịch- Hoạt động nhóm- Khác,519
Thưởng- Nghỉ phép có lương- Máy tính xách tay- Hoạt động nhóm- Khác,520
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Căn-tin,521
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Giải thưởng- Hoạt động nhóm- Xe đưa đón- Khác,522
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Giải thưởng- Hoạt động nhóm,523
Thưởng- Chăm sóc sức khoẻ- Giải thưởng- Cơ hội du lịch- Hoạt động nhóm,524
Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay- Cơ hội du lịch- Khác,525
Chăm sóc sức khoẻ- Nghỉ phép có lương- Phiếu giảm giá,526
Cơ hội du lịch- Khác,527
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Giải thưởng- Hoạt động nhóm- Xe đưa đón,528
Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay- Khác,529
Thưởng- Nghỉ phép có lương- Xe đưa đón- Căn-tin,530
Hoạt động nhóm- Khác,531
Đào tạo- Giải thưởng- Hoạt động nhóm,532
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Điện thoại- Cơ hội du lịch- Hoạt động nhóm- Căn-tin,533
Thưởng- Đào tạo- Cơ hội du lịch- Xe đưa đón- Căn-tin,534
Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Cơ hội du lịch,535
Căn-tin- Khác,536
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Máy tính xách tay- Điện thoại- Cơ hội du lịch,537
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Đào tạo- Giải thưởng- Hoạt động nhóm- Xe đưa đón- Căn-tin- Khác,538
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Giải thưởng- Cơ hội du lịch- Xe đưa đón- Căn-tin,539
Chăm sóc sức khoẻ- Đào tạo- Cơ hội du lịch- Hoạt động nhóm- Khác,540
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Giải thưởng- Cơ hội du lịch- Hoạt động nhóm,541
Thưởng- Chăm sóc sức khoẻ- Nghỉ phép có lương- Cơ hội du lịch- Xe đưa đón- Căn-tin- Khác,542
Giải thưởng- Khác,543
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Giải thưởng- Hoạt động nhóm- Xe đưa đón- Khác,544
Thưởng- Đào tạo- Giải thưởng- Khác,545
Thưởng- Phiếu giảm giá- Nhà trẻ,546
Thưởng- Xe đưa đón- Nhà trẻ,547
Nghỉ phép có lương- Xe đưa đón,548
Thưởng- Chăm sóc sức khoẻ- Máy tính xách tay- Cơ hội du lịch,549
Thưởng- Căn-tin- Phiếu giảm giá,550
Cơ hội du lịch,551
Nghỉ phép có lương- Hoạt động nhóm,552
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Máy tính xách tay- Hoạt động nhóm- Căn-tin- Phiếu giảm giá,553
Thưởng- Chăm sóc sức khoẻ- Đào tạo- Hoạt động nhóm- Căn-tin,554
Thưởng- Chăm sóc sức khoẻ- Máy tính xách tay- Cơ hội du lịch- Xe đưa đón- Khác,555
